cohort,prep,fold,method,ba,f1
PD-252,quantile,3,PLS32 mean-LDA,0.6578947368421053,0.6533333333333333
PD-252,quantile,3,PLS32 G-only,0.5745614035087719,0.5765104460756634
PD-252,quantile,3,PLS32 fused w=0.3,0.7390350877192983,0.745906267645398
PD-252,quantile,3,PLS32 fused w=0.5,0.7521929824561404,0.766899766899767
PD-252,quantile,3,PLS32 fused w=0.7,0.7390350877192983,0.745906267645398
PD-252,quantile,3,PLS32 MMD,0.7521929824561404,0.766899766899767
PD-252,quantile,3,PLS32 record->mean,0.7105263157894737,0.72875226039783
PD-252,quantile,3,"PLS32 MKL(E,G,MMD)",0.7390350877192983,0.745906267645398
PD-252,quantile,4,E-RBF,0.8669438669438669,0.8161764705882353
PD-252,quantile,4,fused w=0.5,0.8804573804573805,0.836372136512389
PD-252,quantile,4,PLS2 E-RBF,0.812889812889813,0.7395833333333334
PD-252,quantile,4,PLS2 mean-LDA,0.8264033264033264,0.7582417582417582
PD-252,quantile,4,PLS2 MMD,0.8264033264033264,0.7582417582417582
PD-252,quantile,4,PLS2 record->mean,0.8264033264033264,0.7582417582417582
PD-252,quantile,4,PLS4 E-RBF,0.841995841995842,0.8095238095238095
PD-252,quantile,4,PLS4 mean-LDA,0.8804573804573805,0.836372136512389
PD-252,quantile,4,PLS4 G-only,0.4781704781704782,0.47619047619047616
PD-252,quantile,4,PLS4 fused w=0.3,0.8284823284823285,0.7896213183730716
PD-252,quantile,4,PLS4 fused w=0.5,0.8804573804573805,0.836372136512389
PD-252,quantile,4,PLS4 fused w=0.7,0.8669438669438669,0.8161764705882353
PD-252,quantile,4,PLS4 MMD,0.8284823284823285,0.7896213183730716
PD-252,quantile,4,PLS4 record->mean,0.8669438669438669,0.8161764705882353
PD-252,quantile,4,"PLS4 MKL(E,G,MMD)",0.841995841995842,0.8095238095238095
PD-252,quantile,4,PLS8 E-RBF,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS8 mean-LDA,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS8 G-only,0.5914760914760915,0.5495495495495495
PD-252,quantile,4,PLS8 fused w=0.3,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS8 fused w=0.5,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS8 fused w=0.7,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS8 MMD,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS8 record->mean,0.893970893970894,0.8571428571428572
PD-252,quantile,4,"PLS8 MKL(E,G,MMD)",0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS16 E-RBF,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS16 mean-LDA,0.9189189189189189,0.8621323529411766
PD-252,quantile,4,PLS16 G-only,0.7879417879417879,0.732620320855615
PD-252,quantile,4,PLS16 fused w=0.3,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS16 fused w=0.5,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS16 fused w=0.7,0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS16 MMD,0.9074844074844075,0.878581835842642
PD-252,quantile,4,PLS16 record->mean,0.9189189189189189,0.8621323529411766
PD-252,quantile,4,"PLS16 MKL(E,G,MMD)",0.9459459459459459,0.9047619047619047
PD-252,quantile,4,PLS32 E-RBF,0.8804573804573805,0.836372136512389
PD-252,quantile,4,PLS32 mean-LDA,0.7245322245322245,0.6961196820944366
PD-252,quantile,4,PLS32 G-only,0.7900207900207901,0.7619047619047619
PD-252,quantile,4,PLS32 fused w=0.3,0.9594594594594594,0.9271491015055853
PD-252,quantile,4,PLS32 fused w=0.5,0.9594594594594594,0.9271491015055853
PD-252,quantile,4,PLS32 fused w=0.7,0.9594594594594594,0.9271491015055853
PD-252,quantile,4,PLS32 MMD,0.893970893970894,0.8571428571428572
PD-252,quantile,4,PLS32 record->mean,0.8035343035343036,0.7814473045167558
PD-252,quantile,4,"PLS32 MKL(E,G,MMD)",0.893970893970894,0.8571428571428572
PD-252,quantile,5,E-RBF,0.6995841995841996,0.6843127731908694
PD-252,quantile,5,fused w=0.5,0.7130977130977132,0.7023809523809524
PD-252,quantile,5,PLS2 E-RBF,0.7629937629937631,0.724264705882353
PD-252,quantile,5,PLS2 mean-LDA,0.8035343035343036,0.7814473045167558
PD-252,quantile,5,PLS2 MMD,0.7629937629937631,0.724264705882353
PD-252,quantile,5,PLS2 record->mean,0.7629937629937631,0.724264705882353
PD-252,quantile,5,PLS4 E-RBF,0.6975051975051976,0.6607869742198101
PD-252,quantile,5,PLS4 mean-LDA,0.7130977130977132,0.7023809523809524
PD-252,quantile,5,PLS4 G-only,0.48336798336798337,0.41414141414141414
PD-252,quantile,5,PLS4 fused w=0.3,0.7245322245322245,0.6961196820944366
PD-252,quantile,5,PLS4 fused w=0.5,0.711018711018711,0.6783088235294117
PD-252,quantile,5,PLS4 fused w=0.7,0.683991683991684,0.64349376114082
PD-252,quantile,5,PLS4 MMD,0.6975051975051976,0.6607869742198101
PD-252,quantile,5,PLS4 record->mean,0.738045738045738,0.7142857142857142
PD-252,quantile,5,"PLS4 MKL(E,G,MMD)",0.7245322245322245,0.6961196820944366
PD-252,quantile,5,PLS8 E-RBF,0.7536382536382537,0.76
PD-252,quantile,5,PLS8 mean-LDA,0.7151767151767152,0.7258771929824561
PD-252,quantile,5,PLS8 G-only,0.40332640332640335,0.3969298245614035
PD-252,quantile,5,PLS8 fused w=0.3,0.7151767151767152,0.7258771929824561
PD-252,quantile,5,PLS8 fused w=0.5,0.7286902286902287,0.745906267645398
PD-252,quantile,5,PLS8 fused w=0.7,0.7422037422037422,0.7668997668997669
PD-252,quantile,5,PLS8 MMD,0.7536382536382537,0.76
PD-252,quantile,5,PLS8 record->mean,0.7151767151767152,0.7258771929824561
PD-252,quantile,5,"PLS8 MKL(E,G,MMD)",0.7151767151767152,0.7258771929824561
PD-252,quantile,5,PLS16 E-RBF,0.7806652806652807,0.8023715415019763
PD-252,quantile,5,PLS16 mean-LDA,0.6902286902286903,0.7086247086247086
PD-252,quantile,5,PLS16 G-only,0.5727650727650728,0.5765104460756634
PD-252,quantile,5,PLS16 fused w=0.3,0.7557172557172558,0.789029535864979
PD-252,quantile,5,PLS16 fused w=0.5,0.7422037422037422,0.7668997668997669
PD-252,quantile,5,PLS16 fused w=0.7,0.7286902286902287,0.745906267645398
PD-252,quantile,5,PLS16 MMD,0.7557172557172558,0.789029535864979
PD-252,quantile,5,PLS16 record->mean,0.7671517671517671,0.7807017543859649
PD-252,quantile,5,"PLS16 MKL(E,G,MMD)",0.7941787941787942,0.8251748251748252
PD-252,quantile,5,PLS32 E-RBF,0.7422037422037422,0.7668997668997669
PD-252,quantile,5,PLS32 mean-LDA,0.7151767151767152,0.7258771929824561
PD-252,quantile,5,PLS32 G-only,0.5977130977130978,0.6000000000000001
PD-252,quantile,5,PLS32 fused w=0.3,0.7286902286902287,0.745906267645398
PD-252,quantile,5,PLS32 fused w=0.5,0.7286902286902287,0.745906267645398
PD-252,quantile,5,PLS32 fused w=0.7,0.7151767151767152,0.7258771929824561
PD-252,quantile,5,PLS32 MMD,0.7422037422037422,0.7668997668997669
PD-252,quantile,5,PLS32 record->mean,0.7536382536382537,0.76
PD-252,quantile,5,"PLS32 MKL(E,G,MMD)",0.7286902286902287,0.745906267645398
